Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
WN,12892,14771,123,189
WN,12892,14831,1,-5
WN,12892,14831,-2,-10
WN,12892,14831,10,6
WN,12892,14831,-2,-7
WN,12892,14831,10,3
WN,12892,14831,0,-10
WN,12892,14831,0,-6
WN,12892,14831,0,-11
WN,12892,14831,-2,-6
WN,12892,14869,-1,-3
WN,12892,14869,-4,1
WN,12892,14869,-3,-10
WN,12892,14893,-1,5
WN,12892,14893,2,-2
WN,12892,14893,41,48
WN,12892,14893,-1,-5
WN,12892,14893,28,23
WN,12892,14893,57,51
WN,12892,14893,7,-2
WN,12892,14893,-4,-7
WN,12892,15016,0,-5
WN,12892,15016,12,3
WN,12892,15376,5,6
WN,12892,15376,3,-6
WN,12892,15376,16,16
WN,12892,15376,-1,-10
WN,12953,10693,215,186
WN,12953,10693,58,32
WN,12953,11292,40,-1
WN,12953,11292,24,-10
WN,12953,13232,77,71
WN,12953,13232,131,122
WN,12953,13232,123,98
WN,12953,13232,2,-6
WN,12953,13232,17,29
WN,12953,13232,240,211
WN,12953,13342,0,0
WN,12953,13342,3,-1
WN,12953,13342,5,0
WN,12953,13342,75,103
WN,12953,15016,0,-42
WN,12953,15016,1,-24
WN,13198,10140,13,9
WN,13198,10693,5,-2
WN,13198,10693,-6,-8
WN,13198,10693,1,4
WN,13198,10693,0,-3
WN,13198,10721,-5,4
WN,13198,10721,14,17
WN,13198,10821,10,-5
WN,13198,10821,15,13
WN,13198,10821,-1,3
WN,13198,11259,0,-11
WN,13198,11259,-3,-7
WN,13198,11259,1,-7
WN,13198,11259,44,30
WN,13198,11259,-4,-6
WN,13198,11259,0,-6
WN,13198,11259,29,30
WN,13198,11259,101,89
WN,13198,11259,1,-9
WN,13198,11292,25,14
WN,13198,11292,1,0
WN,13198,11292,-1,-11
WN,13198,11292,-1,36
WN,13198,11292,-5,-12
WN,13198,11697,-5,-20
WN,13198,12191,-3,-13
WN,13198,12191,7,2
WN,13198,12339,-2,-10
WN,13198,12339,-2,-2
WN,13198,12889,3,-6
WN,13198,12889,-1,-12
WN,13198,12889,-2,-14
WN,13198,12889,-1,-17
WN,13198,12892,83,90
WN,13198,12892,18,9
WN,13198,12892,-5,-25
WN,13198,13204,56,65
WN,13198,13204,0,-12
WN,13198,13232,-4,0
WN,13198,13232,81,72
WN,13198,13232,3,0
WN,13198,13232,-1,-3
WN,13198,13232,14,10
WN,13198,13232,47,32
WN,13198,13232,-1,-8
WN,13198,13232,-4,-10
WN,13198,13232,0,-8
WN,13198,13232,-3,0
WN,13198,13342,30,18
WN,13198,13342,-5,-12
WN,13198,13487,-2,-10
WN,13198,13487,22,14
WN,13198,13495,6,-8
WN,13198,13796,9,-17
WN,13198,13851,0,-9
WN,13198,13851,6,11
WN,13198,14057,17,-6
WN,13198,14107,-3,-5
WN,13198,14107,1,0
WN,13198,14107,1,7
WN,13198,14679,1,-10
WN,13198,14679,-4,-9
WN,13198,15016,0,-8
WN,13198,15016,59,54
WN,13198,15016,-2,-7
WN,10800,13796,0,0
WN,10800,13796,-1,-11
WN,10800,14107,18,15
WN,10800,14107,1,-2
WN,10800,14107,0,-1
WN,10800,14107,55,54
WN,10800,14107,2,-6
WN,10800,14107,-1,9
WN,10800,14831,-3,-10
WN,10800,14831,-3,-12
WN,10800,14831,17,14
WN,10800,14831,-4,-4
WN,10800,14831,6,-4
WN,10800,14831,11,-2
WN,10800,14831,-4,-12
WN,10800,14831,-5,-11
WN,10800,14893,-3,-13
WN,10800,14893,0,-3
WN,10800,14893,-4,-6
WN,10800,14893,12,0
WN,10800,14893,-1,-7
WN,10800,14893,9,6
WN,10800,14893,-3,0
WN,10800,14893,2,-2
WN,10821,10140,9,-7
WN,10821,10140,18,4
WN,10821,10397,6,2
WN,10821,10397,0,-17
WN,10821,10397,0,-14
WN,10821,10423,13,3
WN,10821,10423,2,-7
WN,10821,10529,-1,-17
WN,10821,10529,4,36
WN,10821,10529,-5,-8
WN,10821,10529,13,42
WN,10821,10529,31,30
WN,10821,10529,2,-8
WN,10821,10529,-1,22
WN,10821,10529,62,49
WN,10821,10693,93,97
WN,10821,10693,20,15
WN,10821,10693,-1,-5
WN,10821,10693,9,1
WN,10821,10693,12,6
WN,10821,10693,13,12
WN,10821,10721,67,155
WN,10821,10721,128,134
WN,10821,10721,25,19
WN,10821,10721,32,45
WN,10821,10721,-3,-7
WN,10821,10721,6,-2
WN,10821,10721,10,-1
WN,10821,10792,2,-2
WN,10821,10792,5,-6
WN,10821,10792,9,11
WN,10821,10792,73,68
WN,10821,10792,-2,-3
WN,10821,10792,107,103
WN,10821,11042,6,-2
WN,10821,11042,0,-3
WN,10821,11042,8,8
WN,10821,11042,0,-1
WN,10821,11057,1,-13
WN,10821,11057,27,11
WN,10821,11066,34,30
WN,10821,11066,-3,-9
WN,10821,11066,-2,0
WN,10821,11066,40,35
WN,10821,11066,-1,-9
WN,10821,11292,3,-10
WN,10821,11292,9,-8
WN,10821,11292,0,-14
WN,10821,11433,0,7
WN,10821,11433,4,-14
WN,10821,11433,11,7
WN,10821,11433,26,15
WN,10821,11697,1,-15
WN,10821,11697,29,21
WN,10821,11697,-1,-17
WN,10821,11697,6,3
WN,10821,11697,4,-5
WN,10821,11697,-1,-20
WN,10821,12191,10,6
WN,10821,12191,2,3
WN,10821,12191,17,21
WN,10821,12191,86,85
WN,10821,12339,10,8
WN,10821,12339,52,63
WN,10821,12339,-5,-15
WN,10821,12339,8,2
WN,10821,12451,9,3
WN,10821,12451,37,28
WN,10821,12451,-1,-8
WN,10821,12451,35,26
WN,10821,12889,-2,-20
WN,10821,12889,-1,-24
WN,10821,12889,16,-4
WN,10821,12889,19,2
WN,10821,12892,10,-9
WN,10821,13198,2,-5
WN,10821,13198,0,-4
WN,10821,13198,1,-7
WN,10821,13204,23,14
WN,10821,13204,-3,-14
WN,10821,13204,6,5
WN,10821,13204,-4,-12
WN,10821,13204,-4,-17
WN,10821,13204,15,10
WN,10821,13204,48,29
WN,10821,13232,-2,-4
WN,10821,13232,13,7
WN,10821,13232,-1,2
WN,10821,13232,111,111
WN,10821,13232,-3,-14
WN,10821,13232,5,-2
WN,10821,13232,3,7
WN,10821,13342,0,-16
WN,10821,13342,-1,-4
WN,10821,13342,-4,-7
WN,10821,13495,-2,-11
WN,10821,13495,4,-23
WN,10821,13495,42,32
WN,10821,13851,12,12
WN,10821,13931,5,-2
WN,10821,13931,2,-1
WN,10821,13931,6,9
WN,10821,13931,64,60
WN,10821,13931,0,-9
WN,10821,14027,2,-12
WN,10821,14027,56,42
WN,10821,14027,-1,-6
WN,10821,14107,28,15
WN,10821,14107,18,6
WN,10821,14107,12,-5
WN,10821,14122,44,41
WN,10821,14122,-4,-16
WN,10821,14122,10,8
WN,10821,14122,19,8
WN,10821,14307,-3,-12
WN,10821,14307,70,71
WN,10821,14307,1,1
WN,10821,14307,-4,-15
WN,10821,14307,15,0
WN,10821,14307,8,5
WN,10821,14307,82,77
WN,10821,14307,28,28
WN,10821,14492,0,-10
WN,10821,14492,-1,2
WN,10821,14492,15,14
WN,10821,14492,10,4
WN,10821,14492,2,-8
WN,10821,14492,8,4
WN,10821,14492,2,-1
WN,10821,14635,1,-6
WN,10821,14635,10,3
WN,10821,14679,44,21
WN,10821,14679,10,-15
WN,10821,14683,-3,-17
WN,10821,14683,9,11
WN,10821,14683,7,-3
WN,10821,14730,0,-6
WN,10821,14730,0,6
WN,10821,14730,-3,-18
WN,10821,14730,6,-3
WN,10821,14747,0,-11
WN,10821,14869,2,-17
WN,10821,15016,-2,-10
WN,10821,15016,-2,-13
WN,10821,15016,35,28
WN,10821,15016,-2,-8
WN,10821,15016,-4,-4
WN,10821,15304,10,10
WN,10821,15304,0,-11
WN,10821,15304,1,-15
WN,10821,15304,19,5
WN,10821,15304,61,54
WN,11042,10693,-1,-20
WN,11042,10693,-1,-12
WN,11042,10693,11,1
WN,11042,10821,6,-1
WN,11042,10821,-1,-2
WN,11042,10821,-3,0
WN,11042,10821,-4,-4
WN,11042,12889,-2,-28
WN,11042,13232,21,11
WN,11042,13232,-2,4
WN,11042,13232,-4,-13
WN,11042,13232,9,1
WN,11042,13232,0,-12
WN,11042,13232,46,40
WN,11042,13232,0,-13
WN,11042,13232,-2,-10
WN,11057,10821,-3,4
WN,11057,10821,23,12
WN,11057,12191,-5,-21
WN,11057,13204,7,17
WN,11057,13232,-2,-11
WN,11057,13232,-3,-21
WN,11066,10693,0,-12
WN,11066,10693,45,36
WN,11066,10821,-2,-7
WN,11066,10821,-1,-4
WN,11066,10821,27,8
WN,11066,10821,-2,-5
WN,11066,10821,-7,-10
WN,11066,11292,2,5
WN,11066,12889,8,-14
WN,11066,12889,-1,-9
WN,11066,13204,-1,-17
WN,11066,13204,15,10
WN,11066,13232,-3,-8
WN,11066,13232,4,-1
WN,11066,13232,21,15
WN,11066,13232,2,-1
WN,11066,13232,11,13
WN,11066,13232,0,-7
WN,11066,13232,8,-3
WN,11066,14107,-4,-19
WN,11066,15016,-3,-3
WN,11066,15016,4,4
WN,11066,15304,-5,-11
WN,11259,10140,21,12
WN,11259,10140,0,1
WN,11259,10140,28,42
WN,11259,10140,33,33
WN,11259,10140,53,47
WN,11259,10140,3,2
WN,11259,10140,18,12
WN,11259,10423,125,120
WN,11259,10423,28,39
WN,11259,10423,18,26
WN,11259,10423,16,22
WN,11259,10423,-1,-6
WN,11259,10423,0,-8
WN,11259,10423,-3,1
WN,11259,10423,34,32
WN,11259,10423,34,38
WN,11259,10423,45,52
WN,11259,10423,5,3
WN,11259,10423,19,51
WN,11259,12191,1,-1
WN,11259,12191,-3,-4
WN,11259,12191,-1,-1
WN,11259,12191,-3,-3
WN,11259,12191,-2,3
WN,11259,12191,-4,-8
WN,11259,12191,5,10
WN,11259,12191,19,22
WN,11259,12191,8,6
WN,11259,12191,8,10
WN,11259,12191,1,4
WN,11259,12191,9,18
WN,11259,12191,29,45
WN,11259,12191,9,30
WN,11259,12191,-1,33
WN,11259,12191,50,95
WN,11259,12191,46,92
WN,11259,12191,20,80
WN,11259,12191,10,55
WN,11259,12191,28,43
WN,11259,12191,50,45
WN,11259,12191,3,26
WN,11259,12191,104,106
WN,11259,12191,1,-6
WN,11259,12191,-4,-11
WN,11259,13198,25,29
WN,11259,13198,7,7
WN,11259,13198,7,5
WN,11259,13198,13,2
WN,11259,13198,0,-2
WN,11259,13198,71,67
WN,11259,13198,45,35
WN,11259,13198,-4,-1
WN,11259,13198,-2,-5
WN,11259,13198,18,15
WN,11259,13495,29,25
WN,11259,13495,42,48
WN,11259,13495,14,8
WN,11259,13495,32,43
WN,11259,13495,7,-3
WN,11259,13495,-3,-11
WN,11259,13495,19,19
WN,11259,13495,9,12
WN,11259,13851,-1,-12
WN,11259,13851,5,-2
WN,11259,13851,16,13
WN,11259,13851,28,21
WN,11259,13851,12,11
WN,11259,14683,1,-1
WN,11259,14683,-9,-3
WN,11259,14683,12,12
WN,11259,14683,78,99
WN,11259,14683,1,-6
WN,11259,14683,14,11
WN,11259,14683,0,-1
WN,11259,14683,17,18
WN,11259,14683,18,9
WN,11259,14683,32,30
WN,11259,14683,2,7
WN,11259,14683,7,3
WN,11259,14683,47,57
WN,11259,14683,-4,-9
WN,11259,15016,5,12
WN,11259,15016,0,1
WN,11259,15016,7,-2
WN,11259,15016,-4,-5
WN,11259,15016,2,6
WN,11259,15016,22,23
WN,11259,15016,10,12
WN,11259,15016,9,5
WN,11259,15016,14,0
WN,11278,10423,34,28
WN,11278,15016,44,35
WN,11278,15016,-1,-7
WN,11292,10140,-1,-11
WN,11292,10140,-5,-6
WN,11292,10140,33,22
WN,11292,10397,17,11
WN,11292,10397,14,-1
WN,11292,10423,10,17
WN,11292,10423,105,95
WN,11292,10423,17,8
WN,11292,10529,87,95
WN,11292,10693,26,18
WN,11292,10693,0,-6
WN,11292,10693,33,23
WN,11292,10693,34,32
WN,11292,10721,-2,18
WN,11292,10721,7,20
WN,11292,10800,-3,-13
WN,11292,10800,30,8
WN,11292,10821,7,0
WN,11292,10821,0,-2
WN,11292,10821,11,13
WN,11292,11066,1,9
WN,11292,11433,6,0
WN,11292,11433,20,18
WN,11292,11618,29,23
WN,11292,11618,14,14
WN,11292,11697,4,-9
WN,11292,11697,66,56
WN,11292,12191,11,18
WN,11292,12191,42,51
WN,11292,12191,-3,-10
WN,11292,12191,65,66
WN,11292,12191,25,32
WN,11292,12264,5,4
WN,11292,12264,69,55
WN,11292,12339,36,28
WN,11292,12339,22,19
WN,11292,12339,21,23
WN,11292,12451,71,61
WN,11292,12889,61,41
WN,11292,12889,20,1
WN,11292,12889,22,9
WN,11292,12889,0,-18
WN,11292,12889,-1,-22
WN,11292,12889,12,0
WN,11292,12889,7,-10
WN,11292,12889,17,13
WN,11292,12892,15,-1
WN,11292,12892,29,6
WN,11292,12892,-6,-28
WN,11292,12892,8,-18
WN,11292,12892,2,-13
WN,11292,12892,7,-9
WN,11292,12892,35,23
WN,11292,12953,134,168
WN,11292,12953,64,59
WN,11292,13198,-4,-1
WN,11292,13198,33,36
WN,11292,13198,12,8
WN,11292,13198,37,33
WN,11292,13198,28,36
WN,11292,13204,-3,-1
WN,11292,13204,15,17
WN,11292,13204,29,21
WN,11292,13232,3,29
WN,11292,13232,14,11
WN,11292,13232,32,38
WN,11292,13232,-2,2
WN,11292,13232,-2,0
WN,11292,13232,43,38
WN,11292,13232,27,25
WN,11292,13232,-1,1
WN,11292,13232,12,11
WN,11292,13342,15,14
WN,11292,13342,28,40
WN,11292,13487,13,9
WN,11292,13487,15,18
WN,11292,13487,78,83
WN,11292,13487,4,22
WN,11292,13495,21,10
WN,11292,13495,23,34
WN,11292,13796,11,-12
WN,11292,13796,10,-15
WN,11292,13796,19,-4
WN,11292,13796,-1,-24
WN,11292,13851,7,2
WN,11292,13851,65,90
WN,11292,13851,22,22
WN,11292,13871,-1,3
WN,11292,13871,54,60
WN,11292,13871,10,19
WN,11292,13891,-1,-13
WN,11292,13891,11,-5
WN,11292,14057,-1,-22
WN,11292,14057,-5,-17
WN,11292,14057,9,11
WN,11292,14100,7,8
WN,11292,14100,17,9
WN,11292,14100,76,63
WN,11292,14107,-1,-15
WN,11292,14107,16,2
WN,11292,14107,-2,-10
WN,11292,14107,8,-4
WN,11292,14107,13,7
WN,11292,14107,4,14
WN,11292,14107,0,-3
WN,11292,14107,-2,-8
WN,11292,14122,19,12
WN,11292,14307,20,44
WN,11292,14492,20,27
WN,11292,14492,19,10
WN,11292,14570,-4,-24
WN,11292,14570,7,-3
WN,11292,14679,-4,-19
WN,11292,14679,9,-15
WN,11292,14679,28,5
WN,11292,14679,-2,-21
WN,11292,14679,65,55
WN,11292,14683,23,22
WN,11292,14683,33,28
WN,11292,14683,7,6
WN,11292,14730,7,5
WN,11292,14747,65,64
WN,11292,14747,52,40
WN,11292,14747,14,-10
WN,11292,14747,6,-17
WN,11292,14771,129,103
WN,11292,14771,92,78
WN,11292,14771,23,-9
WN,11292,14771,76,42
WN,11292,14831,6,-10
WN,11292,14831,9,-15
WN,11292,14831,6,-17
WN,11292,14831,6,-23
WN,11292,14869,44,33
WN,11292,14869,14,-3
WN,11292,14869,11,2
WN,11292,14869,3,0
WN,11292,14869,2,-14
WN,11292,14869,-2,-9
WN,11292,14893,9,-11
WN,11292,14893,23,9
WN,11292,14893,7,-9
WN,11292,14893,10,-14
WN,11292,14908,36,28
WN,11292,14908,16,-10
WN,11292,14908,0,-18
WN,11292,14908,3,-17
WN,11042,10821,14,19
WN,11042,10821,-2,-1
WN,11042,10821,7,14
WN,11042,10821,-2,0
WN,11042,12889,-3,-26
WN,11042,13232,0,-3
WN,11042,13232,-3,-10
WN,11042,13232,-5,-8
WN,11042,13232,-3,-8
WN,11042,13232,16,5
WN,11042,13232,12,3
WN,11042,13232,-1,-9
WN,11042,13232,-3,6
WN,11057,10821,-1,8
WN,11057,10821,25,44
WN,11057,12191,23,1
WN,11057,13204,10,11
WN,11057,13232,0,-12
WN,11057,13232,5,-11
WN,11066,10693,-1,-17
WN,11066,10693,43,39
WN,11066,10821,-2,-5
WN,11066,10821,-2,-4
WN,11066,10821,18,9
WN,11066,10821,-5,-5
WN,11066,10821,85,75
WN,11066,11292,-3,-6
WN,11066,12889,28,25
WN,11066,12889,-1,-1
WN,11066,13204,-4,-13
WN,11066,13204,0,-9
WN,11066,13232,-2,-2
WN,11066,13232,-5,-14
WN,11066,13232,31,21
WN,11066,13232,1,-1
WN,11066,13232,-4,-2
WN,11066,13232,-2,-16
WN,11066,13232,134,136
WN,11066,14107,-1,-10
WN,11066,15016,-2,-13
WN,11066,15016,-3,-13
WN,11066,15304,-3,-6
WN,11259,10140,150,152
WN,11259,10140,6,7
WN,11259,10140,16,11
WN,11259,10140,31,36
WN,11259,10140,10,18
WN,11259,10140,4,3
WN,11259,10140,-4,-9
WN,11259,10140,1,-4
WN,11259,10423,8,5
WN,11259,10423,15,14
WN,11259,10423,118,114
WN,11259,10423,10,8
WN,11259,10423,0,-8
WN,11259,10423,30,25
WN,11259,10423,4,-2
WN,11259,10423,1,-9
WN,11259,10423,1,-2
WN,11259,10423,26,19
WN,11259,10423,-5,-5
WN,11259,10423,10,0
WN,11259,12191,-1,-2
WN,11259,12191,0,-5
WN,11259,12191,-4,-7
WN,11259,12191,0,0
WN,11259,12191,0,2
WN,11259,12191,3,6
WN,11259,12191,1,-5
WN,11259,12191,0,6
WN,11259,12191,1,-6
WN,11259,12191,3,-2
WN,11259,12191,-1,-3
WN,11259,12191,5,-7
WN,11259,12191,13,3
WN,11259,12191,0,-3
WN,11259,12191,3,-9
WN,11259,12191,-1,-14
WN,11259,12191,-1,-10
WN,11259,12191,2,4
WN,11259,12191,-2,-8
WN,11259,12191,10,1
WN,11259,12191,0,-7
WN,11259,12191,10,4
WN,11259,12191,38,37
WN,11259,12191,-2,-6
WN,11259,12191,-2,-9
WN,11259,13198,5,4
WN,11259,13198,0,-1
WN,11259,13198,-4,-3
WN,11259,13198,94,90
WN,11259,13198,-2,-4
WN,11259,13198,4,19
WN,11259,13198,13,7
WN,11259,13198,6,4
WN,11259,13198,5,10
WN,11259,13198,29,22
WN,11259,13495,1,-3
WN,11259,13495,60,57
WN,11259,13495,-2,-15
WN,11259,13495,7,5
WN,11259,13495,-2,-8
WN,11259,13495,-2,-9
WN,11259,13495,7,-5
WN,11259,13495,23,14
WN,11259,13851,1,-8
WN,11259,13851,-1,-6
WN,11259,13851,0,-5
WN,11259,13851,74,80
WN,11259,13851,-3,-10
WN,11259,14683,-1,-6
WN,11259,14683,-5,-4
WN,11259,14683,0,-3
WN,11259,14683,3,0
WN,11259,14683,0,-9
WN,11259,14683,0,-4
WN,11259,14683,41,35
WN,11259,14683,-3,-11
WN,11259,14683,0,-7
WN,11259,14683,3,-1
WN,11259,14683,0,-1
WN,11259,14683,5,-7
WN,11259,14683,1,-4
WN,14679,11292,2,-5
WN,14679,12191,11,-3
WN,14679,12191,16,-6
WN,14679,12191,7,-12
WN,14679,12889,-2,-6
WN,14679,12889,65,67
WN,14679,12889,13,5
WN,14679,12889,-2,-3
WN,14679,12889,19,12
WN,14679,12889,-1,-2
WN,14679,12889,0,-4
WN,14679,12889,6,-7
WN,14679,12889,-1,0
WN,14679,12889,0,-18
WN,14679,12889,0,1
WN,14679,12889,14,10
WN,14679,13198,24,37
WN,14679,13198,1,-3
WN,14679,13232,-2,1
WN,14679,13232,-1,-17
WN,14679,13232,-3,-8
WN,14679,13232,42,33
WN,14679,13796,3,-5
WN,14679,13796,27,27
WN,14679,13796,-1,-17
WN,14679,13796,-4,-16
WN,14679,13796,-1,15
WN,14679,13796,-3,-15
WN,14679,13796,-2,-10
WN,14679,13796,-6,-6
WN,14679,13796,0,-4
WN,14679,13796,0,0
WN,14679,13796,8,-4
WN,14679,13796,-3,-18
WN,14679,14107,0,-2
WN,14679,14107,12,8
WN,14679,14107,16,10
WN,14679,14107,-1,-3
WN,14679,14107,-3,-8
WN,14679,14107,0,-3
WN,14679,14107,-4,-2
WN,14679,14107,18,12
WN,14679,14107,-2,-8
WN,14679,14107,-1,-11
WN,14679,14107,-1,-6
WN,14679,14107,9,11
WN,14679,14570,6,7
WN,14679,14570,1,1
WN,14679,14683,4,-14
WN,14679,14683,10,-5
WN,14679,14771,87,110
WN,14679,14771,10,-3
WN,14679,14771,31,29
WN,14679,14771,-5,-1
WN,14679,14771,0,0
WN,14679,14771,-1,-7
WN,14679,14771,-4,0
WN,14679,14771,114,144
WN,14679,14771,82,72
WN,14679,14831,0,-4
WN,14679,14831,36,30
WN,14679,14831,9,6
WN,14679,14831,-2,-8
WN,14679,14831,7,-2
WN,14679,14831,6,-3
WN,14679,14831,1,-8
WN,14679,14831,-3,-15
WN,14679,14831,-2,0
WN,14679,14831,25,14
WN,14679,14893,1,1
WN,14679,14893,1,4
WN,14679,14893,-5,-10
WN,14679,14893,9,4
WN,14679,14893,3,-7
WN,14679,14893,6,5
WN,14679,14893,-5,-12
WN,14679,14893,0,0
WN,14679,14893,-2,-4
WN,14679,15016,17,8
WN,14679,15376,-1,-9
WN,14679,15376,2,-4
WN,14679,15376,14,3
WN,14683,10693,0,-5
WN,14683,10693,-6,-13
WN,14683,10821,-5,-17
WN,14683,10821,-5,-15
WN,14683,10821,-3,8
WN,14683,11259,-1,-2
WN,14683,11259,-2,9
WN,14683,11259,-3,-6
WN,14683,11259,3,-1
WN,14683,11259,6,-8
WN,14683,11259,-2,-13
WN,14683,11259,4,-7
WN,14683,11259,-4,-10
WN,14683,11259,-3,-10
WN,14683,11259,34,21
WN,14683,11259,-1,-8
WN,14683,11259,-2,-10
WN,14683,11259,-2,-9
WN,14683,11292,-4,-15
WN,14683,11292,117,123
WN,14683,11292,-1,23
WN,14683,12191,-3,-12
WN,14683,12191,43,34
WN,14683,12191,35,17
WN,14683,12191,-2,-7
WN,14683,12191,0,-2
WN,14683,12889,8,8
WN,14683,12889,-1,-10
WN,14683,12889,-5,-3
WN,14683,12892,-4,-5
WN,14683,12892,1,-3
WN,14683,13204,-3,-14
WN,14683,13232,-5,-24
WN,14683,13232,0,-7
WN,14683,14107,-5,-2
WN,14683,14107,4,6
WN,14683,14107,5,16
WN,14683,14679,-1,-3
WN,14683,14679,-2,2
WN,14683,15016,-2,-13
WN,14683,15016,19,14
WN,14683,15304,0,-13
WN,14730,10397,14,14
WN,14730,10397,-1,-13
WN,14730,10397,-4,-11
WN,14730,10821,55,72
WN,14730,10821,-3,-10
WN,14730,10821,-2,4
WN,14730,10821,-2,5
WN,14730,11292,-2,-24
WN,14730,12889,-1,-12
WN,14730,13204,-7,-13
WN,14730,13232,36,37
WN,14730,13232,-1,-9
WN,14730,13232,-6,-14
WN,14730,13232,6,-4
WN,14730,13232,-1,-5
WN,14730,14107,32,26
WN,14730,15016,6,2
WN,14730,15016,-4,-9
WN,14730,15304,12,8
WN,14747,10140,0,2
WN,14747,10140,3,7
WN,14747,10821,-1,-3
WN,14747,11292,1,11
WN,14747,11292,12,30
WN,14747,11292,-4,-1
WN,14747,11292,-2,-4
WN,14747,12889,-3,-14
WN,14747,12889,40,36
WN,14747,12889,0,-3
WN,14747,12889,-3,-12
WN,14747,13232,7,-6
WN,14747,13232,0,11
WN,14747,13232,-2,-1
WN,14747,13342,-2,-10
WN,14747,13796,-3,-1
WN,14747,13796,5,-2
WN,14747,13796,3,0
WN,14747,13796,30,27
WN,14747,13796,-1,-2
WN,14747,13796,-3,-14
WN,14747,14107,-1,-4
WN,14747,14107,-4,1
WN,14747,14107,-3,1
WN,14747,14107,2,7
WN,14747,14570,-2,-7
WN,14747,14831,-2,-4
WN,14747,14831,-3,-4
WN,14747,14831,10,8
WN,14747,14869,-4,0
WN,14747,14869,-2,-2
WN,14747,14893,47,35
WN,14747,14893,-1,-8
WN,14747,14893,8,-4
WN,14747,14893,6,-9
WN,14747,15016,21,29
WN,14771,10397,-5,-7
WN,14771,11292,82,85
WN,14771,11292,58,47
WN,14771,11292,9,3
WN,14771,11292,20,27
WN,14771,12889,138,135
WN,14771,12889,-6,-11
WN,14771,12889,19,5
WN,14771,12889,-1,-17
WN,14771,12889,5,3
WN,14771,12889,-1,-1
WN,14771,12889,1,-10
WN,14771,12892,123,129
WN,14771,12892,66,50
WN,14771,12892,-2,-19
WN,14771,12892,0,0
WN,14771,12892,38,29
WN,14771,12892,0,0
WN,14771,12892,-3,-20
WN,14771,12892,-2,-14
WN,14771,12892,134,130
WN,14771,12892,69,66
WN,14771,12892,10,8
WN,14771,13232,-1,16
WN,14771,13232,47,38
WN,14771,13342,0,-7
WN,14771,14107,9,-1
