Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
WN,14122,13232,-1,-17
WN,14122,13232,6,5
WN,14122,13232,-2,-1
WN,14122,14027,0,-6
WN,14122,14107,-5,-12
WN,14122,15304,-2,-7
WN,14122,15304,19,16
WN,14307,10821,1,-2
WN,14307,10821,0,5
WN,14307,10821,1,9
WN,14307,10821,-6,-13
WN,14307,10821,145,147
WN,14307,10821,1,-16
WN,14307,10821,10,7
WN,14307,10821,21,18
WN,14307,11292,-3,29
WN,14307,11697,44,57
WN,14307,11697,8,23
WN,14307,13204,-3,12
WN,14307,13204,29,35
WN,14307,13204,-4,-3
WN,14307,13204,9,19
WN,14307,13204,-1,4
WN,14307,13232,4,0
WN,14307,13232,1,-13
WN,14307,13232,29,21
WN,14307,14027,-2,8
WN,14307,14635,51,44
WN,14307,15304,-1,3
WN,14307,15304,31,41
WN,14307,15304,0,3
WN,14492,10693,-2,-5
WN,14492,10693,-5,-10
WN,14492,10693,6,-6
WN,14492,10693,0,-8
WN,14492,10821,-2,-7
WN,14492,10821,-1,-12
WN,14492,10821,1,-8
WN,14492,10821,1,9
WN,14492,10821,-2,-10
WN,14492,10821,-3,-13
WN,14492,11292,-1,-1
WN,14492,11292,9,12
WN,14492,11697,0,5
WN,14492,12191,0,-5
WN,14492,12191,44,37
WN,14492,12889,-1,-3
WN,14492,13204,0,-6
WN,14492,13204,6,-3
WN,14492,13204,2,-7
WN,14492,13232,-3,-15
WN,14492,13232,-1,-13
WN,14492,13232,16,7
WN,14492,14107,7,-3
WN,14492,15016,-3,-16
WN,14492,15304,5,3
WN,14492,15304,-1,-5
WN,14492,15304,-3,-2
WN,14570,11292,4,9
WN,14570,11292,2,1
WN,14570,12889,-2,-14
WN,14570,12889,0,0
WN,14570,12889,7,1
WN,14570,12889,0,-8
WN,14570,12889,-2,-1
WN,14570,12889,5,5
WN,14570,12889,-3,-6
WN,14570,12889,-6,-6
WN,14570,12889,21,14
WN,14570,12889,0,-11
WN,14570,12892,1,-4
WN,14570,12892,0,-21
WN,14570,12892,0,-9
WN,14570,13232,3,-5
WN,14570,13796,15,4
WN,14570,13796,0,-2
WN,14570,14057,2,-9
WN,14570,14057,10,3
WN,14570,14107,0,-5
WN,14570,14107,10,8
WN,14570,14679,-1,-8
WN,14570,14679,16,10
WN,14570,14747,1,-5
WN,14635,10529,3,-8
WN,14635,10693,29,22
WN,14635,10721,82,77
WN,14635,10721,1,22
WN,14635,10821,-2,-16
WN,14635,10821,-1,-18
WN,14635,10821,-2,-5
WN,14635,13232,-3,-12
WN,14635,13232,-6,-1
WN,14635,13232,-1,-10
WN,14635,13232,8,15
WN,14635,13232,14,18
WN,14635,14100,169,149
WN,14635,14307,30,10
WN,14635,15016,1,-4
WN,14635,15016,-7,-2
WN,14679,10140,19,17
WN,14679,10140,1,-13
WN,14679,10423,4,-2
WN,14679,10423,0,-13
WN,14679,10693,-3,-23
WN,14679,10821,2,-24
WN,14679,10821,0,-23
WN,14679,11292,14,7
WN,14679,11292,0,3
WN,14679,11292,-4,-19
WN,14679,11292,15,2
WN,14679,11292,24,21
WN,14679,12191,-1,-10
WN,14679,12191,0,-11
WN,14679,12889,-6,-14
WN,14679,12889,30,22
WN,14679,12889,-2,-6
WN,14679,12889,0,-8
WN,14679,12889,28,21
WN,14679,12889,19,7
WN,14679,12889,49,42
WN,14679,12889,2,-9
WN,14679,12889,1,-6
WN,14679,12889,5,-2
WN,14679,12889,3,-1
WN,14679,13198,-8,-27
WN,14679,13198,3,-11
WN,14679,13232,-4,-21
WN,14679,13232,45,30
WN,14679,13232,2,-11
WN,14679,13232,66,52
WN,14679,13796,5,-3
WN,14679,13796,7,-1
WN,14679,13796,-2,-12
WN,14679,13796,-4,-12
WN,14679,13796,-4,-17
WN,14679,13796,-4,-5
WN,14679,13796,0,-1
WN,14679,13796,11,7
WN,14679,13796,8,-3
WN,14679,13796,-2,-13
WN,14679,13796,2,-2
WN,14679,14107,39,30
WN,14679,14107,-7,-5
WN,14679,14107,3,-3
WN,14679,14107,0,-6
WN,14679,14107,5,-9
WN,14679,14107,22,9
WN,14679,14107,20,17
WN,14679,14107,-2,-5
WN,14679,14107,8,4
WN,14679,14107,0,-15
WN,14679,14107,-4,-13
WN,14679,14107,19,14
WN,14679,14570,40,29
WN,14679,14570,0,-10
WN,14679,14683,3,-3
WN,14679,14683,5,-8
WN,14679,14771,10,5
WN,14679,14771,4,-7
WN,14679,14771,-3,-12
WN,14679,14771,74,64
WN,14679,14771,20,17
WN,14679,14771,38,41
WN,14679,14771,0,-2
WN,14679,14771,33,26
WN,14679,14771,35,42
WN,14679,14831,22,16
WN,14679,14831,1,0
WN,14679,14831,-3,-8
WN,14679,14831,-3,0
WN,14679,14831,-3,-6
WN,14679,14831,5,3
WN,14679,14831,0,-1
WN,14679,14831,-1,2
WN,14679,14831,43,45
WN,14679,14893,-5,-11
WN,14679,14893,9,6
WN,14679,14893,10,1
WN,14679,14893,1,-12
WN,14679,14893,1,1
WN,14679,14893,2,-10
WN,14679,14893,17,8
WN,14679,14893,-3,-6
WN,14679,14893,10,0
WN,14679,14893,4,-5
WN,14679,15376,0,-8
WN,14679,15376,1,-1
WN,14679,15376,1,-4
WN,14683,10693,5,-1
WN,14683,10693,14,-1
WN,14683,10821,7,-5
WN,14683,10821,-6,-19
WN,14683,10821,0,-14
WN,14683,11259,0,4
WN,14683,11259,13,-4
WN,14683,11259,-1,3
WN,14683,11259,-1,0
WN,14683,11259,10,2
WN,14683,11259,-5,-13
WN,14683,11259,-5,-5
WN,14683,11259,9,17
WN,14683,11259,-3,-9
WN,14683,11259,-2,4
WN,14683,11259,-1,-12
WN,14683,11259,1,-4
WN,14683,11259,-5,-10
WN,14683,11259,-5,0
WN,14683,11292,-3,11
WN,14683,11292,-2,-5
WN,14683,11292,4,7
WN,14683,12191,-4,-16
WN,14683,12191,-2,-21
WN,14683,12191,-1,-8
WN,14683,12191,-3,-14
WN,14683,12191,-5,-5
WN,14683,12889,1,-4
WN,14683,12889,-4,-7
WN,14683,12889,1,2
WN,14683,12889,-1,-6
WN,14683,12892,-1,-10
WN,14683,12892,-1,-11
WN,14683,13204,-5,-25
WN,14683,13232,-3,-3
WN,14683,13232,5,3
WN,14683,14107,5,-1
WN,14683,14107,4,-5
WN,14683,14107,-2,9
WN,14683,14679,0,-7
WN,14683,14679,0,-6
WN,14683,15016,-2,-6
WN,14683,15016,-1,-8
WN,14683,15304,0,-11
WN,14730,10397,-2,9
WN,14730,10397,-2,10
WN,14730,10397,-4,-2
WN,14730,10821,-3,-5
WN,14730,10821,-2,-11
WN,14730,10821,-3,-17
WN,14730,10821,0,-13
WN,14730,11292,-1,-5
WN,14730,12889,19,23
WN,14730,13204,16,15
WN,14730,13232,-6,-12
WN,14730,13232,-3,7
WN,14730,13232,36,30
WN,14730,13232,-1,0
WN,14730,13232,-1,6
WN,14730,14107,12,4
WN,14730,15016,0,4
WN,14730,15016,1,9
WN,14730,15304,0,-9
WN,14730,15304,2,0
WN,14747,10140,39,31
WN,14747,10140,33,34
WN,14747,11292,-4,-7
WN,14747,11292,-1,-6
WN,14747,11292,17,12
WN,14747,12889,1,-12
WN,14747,12889,-6,-17
WN,14747,12889,18,8
WN,14747,12889,31,14
WN,14747,13232,5,-4
WN,14747,13232,6,1
WN,14747,13232,1,1
WN,14747,13342,3,4
WN,14747,13796,1,-11
WN,14747,13796,17,7
WN,14747,13796,65,50
WN,14747,13796,5,0
WN,14747,13796,8,-5
WN,14747,13796,-1,-8
WN,14747,14107,0,-7
WN,14747,14107,0,7
WN,14747,14107,2,4
WN,14747,14107,14,19
WN,14747,14570,1,-1
WN,14747,14831,-7,-26
WN,14747,14831,20,4
WN,14747,14869,97,93
WN,14747,14869,-3,5
WN,14747,14869,0,1
WN,14747,14893,4,-6
WN,14747,14893,9,21
WN,14747,14893,1,-9
WN,14747,14893,-6,-6
WN,14747,15016,-1,-3
WN,14771,10397,4,-3
WN,14771,11292,33,29
WN,14771,11292,15,12
WN,14771,11292,75,59
WN,14771,12889,-1,-8
WN,14771,12889,-1,-10
WN,14771,12889,-4,-16
WN,14771,12889,23,4
WN,14771,12889,24,11
WN,14771,12889,12,11
WN,14771,12889,26,13
WN,14771,12892,-1,-25
WN,14771,12892,0,-3
WN,14771,12892,38,30
WN,14771,12892,0,-8
WN,14771,12892,-2,-21
WN,14771,12892,74,86
WN,14771,12892,-3,-9
WN,14771,12892,16,-2
WN,14771,12892,22,16
WN,14771,12892,6,12
WN,14771,12892,58,55
WN,14771,13232,1,-18
WN,14771,13232,48,29
WN,14771,13342,82,61
WN,14771,14107,-1,-17
WN,14771,14107,-4,-9
WN,14771,14107,61,56
WN,14771,14107,-1,-2
WN,14771,14107,-3,-24
WN,14771,14679,6,-8
WN,14771,14679,0,-4
WN,14771,14679,27,17
WN,14771,14679,67,56
WN,14771,14679,-1,-15
WN,14771,14679,0,-7
WN,14771,14679,4,-4
WN,14771,14679,46,34
WN,14771,14679,2,-4
WN,14771,14908,3,-9
WN,14771,14908,12,-3
WN,14771,14908,46,50
WN,14771,14908,-3,-19
WN,14771,14908,71,50
WN,14771,14908,-5,-2
WN,14831,10423,0,-16
WN,14831,10423,9,-13
WN,14831,10800,-3,-10
WN,14831,10800,-1,-11
WN,14831,10800,-2,-12
WN,14831,10800,0,-4
WN,14831,10800,-3,-6
WN,14831,10800,2,-3
WN,14831,10800,44,40
WN,14831,11292,9,-2
WN,14831,11292,12,-7
WN,14831,11292,0,-8
WN,14831,12889,-1,-10
WN,14831,12889,8,-6
WN,14831,12889,10,1
WN,14831,12889,9,6
WN,14831,12889,-3,-7
WN,14831,12889,20,12
WN,14831,12889,1,-5
WN,14831,12889,45,37
WN,14831,12889,1,-6
WN,14831,12892,6,-3
WN,14831,12892,15,12
WN,14831,12892,4,1
WN,14831,12892,-2,-5
WN,14831,12892,9,-5
WN,14831,12892,4,13
WN,14831,12892,27,21
WN,14831,12892,9,8
WN,14831,12892,16,25
WN,14831,12892,37,47
WN,14831,13232,25,9
WN,14831,13891,17,9
WN,14831,13891,2,-4
WN,14831,13891,1,-3
WN,14831,13891,25,14
WN,14831,13891,4,-4
WN,14831,14057,0,-4
WN,14831,14057,4,6
WN,14831,14057,20,9
WN,14831,14057,15,12
WN,14831,14107,35,30
WN,14831,14107,5,-6
WN,14831,14107,-7,-12
WN,14831,14107,-4,-13
WN,14831,14107,2,-9
WN,14831,14107,16,5
WN,14831,14679,65,53
WN,14831,14679,10,1
WN,14831,14679,0,-4
WN,14831,14679,7,-3
WN,14831,14679,32,26
WN,14831,14679,16,13
WN,14831,14679,6,1
WN,14831,14679,17,6
WN,14831,14679,-1,-7
WN,14831,14679,40,36
WN,14831,14747,55,56
WN,14831,14747,5,-9
WN,14831,14908,8,5
WN,14831,14908,-1,-5
WN,14831,14908,2,-7
WN,14831,14908,11,0
WN,14831,14908,19,18
WN,14831,14908,0,-11
WN,14831,14908,0,-2
WN,14831,14908,1,-9
WN,14869,10821,44,33
WN,14869,11292,26,23
WN,14869,11292,-1,-15
WN,14869,11292,1,-1
WN,14869,11292,16,15
WN,14869,11292,-6,-17
WN,14869,11292,-4,-7
WN,14869,12889,0,9
WN,14869,12889,11,14
WN,14869,12889,12,6
WN,14869,12889,14,13
WN,14869,12889,21,27
WN,14869,12889,0,2
WN,14869,12892,-1,-14
WN,14869,12892,50,55
WN,14869,12892,13,8
WN,14869,13232,38,17
WN,14869,13232,-3,-11
WN,14869,13796,10,10
WN,14869,13796,-1,-13
WN,14869,13796,0,-12
WN,14869,13796,8,-7
WN,14869,14057,28,14
WN,14869,14057,-5,-24
WN,14869,14057,12,-6
WN,14869,14107,12,9
WN,14869,14107,-3,-7
WN,14869,14107,-1,-5
WN,14869,14107,2,0
WN,14869,14107,0,-15
WN,10693,15304,-3,-3
WN,10693,15304,5,5
WN,10693,15304,-5,-5
WN,10693,15304,2,8
WN,10721,10693,13,21
WN,10721,10693,18,31
WN,10721,10821,-5,-8
WN,10721,10821,-3,-5
WN,10721,10821,0,0
WN,10721,10821,5,19
US,14100,14027,2,19
US,14100,14027,-5,47
US,14635,14100,9,-15
US,14100,14635,14,32
US,14027,11057,-8,-10
US,11057,10792,-1,-14
US,11057,10792,-4,-11
US,11298,11057,6,-5
US,10397,11057,-4,6
US,11057,11618,9,-4
US,11618,11057,-12,-35
US,10397,11057,-2,5
US,11057,10721,-5,-17
US,11278,11057,-2,4
US,14635,11057,9,1
US,11057,14635,0,21
US,14635,11057,-9,-21
US,11057,14635,-3,-6
US,11057,14307,44,29
US,11057,14307,58,42
US,11697,11057,66,61
US,10721,11278,-3,38
US,11278,10721,-4,-10
US,11278,10721,10,3
US,10721,11278,-9,1
US,11278,10721,-3,-1
US,10721,11278,118,126
US,11278,10721,160,152
US,10721,11278,-4,7
US,11278,10721,2,-11
US,10721,11278,-4,-3
US,11278,10721,-6,-23
US,10721,11278,2,7
US,11278,10721,-6,-27
US,10721,11278,8,3
US,12953,10721,-6,-34
US,10721,12953,-11,-19
US,12953,10721,-3,2
US,10721,12953,-5,-18
US,12953,10721,3,-12
US,10721,12953,115,95
US,11278,12953,11,23
US,12953,11278,-8,-22
US,11278,12953,-3,-17
US,12953,11278,11,4
US,11278,12953,0,-27
US,12953,11278,-5,-12
US,14107,13930,-1,-8
US,14107,13930,1,-6
US,13930,14107,-6,-21
US,12892,14107,-6,-5
US,13930,14100,-3,2
US,14107,13930,-4,-15
US,13930,14107,8,1
US,14107,12889,87,81
US,14107,13930,-1,-2
US,14908,14107,-5,-4
US,14107,13930,5,14
US,14679,14107,-5,-5
US,14107,12478,1,2
US,14679,14107,-8,-18
US,14107,12478,13,4
US,14869,14107,-7,-2
US,14107,12478,29,44
US,14107,12173,5,17
US,11278,14107,3,-1
US,14107,12173,-3,-9
US,12173,14107,-3,-28
US,12339,14107,-4,-19
US,14107,12892,-5,-6
US,13487,14107,-10,-20
US,14107,12892,-2,10
US,12478,14107,2,-1
US,14107,12892,-3,-11
US,13830,14107,-10,-17
US,11057,14107,0,-4
US,14107,12892,188,181
US,14107,12892,205,204
US,12478,14107,4,12
US,14107,12892,60,77
US,14100,12892,-1,-6
US,14100,12892,-1,-11
US,12892,11057,51,53
US,12889,14107,-7,5
US,14107,11278,3,-4
US,11278,14107,-1,0
US,14107,11278,0,-16
US,14107,11278,6,14
US,14771,14107,-1,5
US,11278,12889,6,8
US,12889,11278,1,-10
US,14107,13487,-3,-5
US,14107,13487,-3,-1
US,13487,14107,-4,-18
US,12889,14107,-2,0
US,14107,13487,20,27
US,12892,14107,-5,-3
US,14107,13487,-3,1
US,13487,14107,9,-5
US,13891,14107,-3,-15
US,14107,13487,-1,6
US,11057,10721,1,-8
US,11278,14679,-6,3
US,14679,11278,-1,6
US,14747,14107,55,33
US,14747,14107,11,-10
US,14107,14747,6,23
US,14100,14747,-3,-9
US,11618,14107,0,-13
US,14107,14747,63,70
US,14747,14100,2,-18
US,13204,14107,32,38
US,14107,14747,39,55
US,14100,14747,-4,-23
US,11298,14107,-4,1
US,14107,14747,-3,18
US,14747,14100,22,15
US,14107,10821,-5,-11
US,10821,14107,-3,-16
US,14107,12889,-2,3
US,14107,14747,2,10
US,14107,10821,-5,-19
US,13871,14107,-9,-17
US,14107,14057,-2,7
US,10397,14107,-5,-23
US,14107,14057,-7,-2
US,14057,14107,-9,-11
US,10397,14107,-3,-6
US,11057,10397,-2,-6
US,14107,14057,-4,3
US,14057,14107,46,29
US,11298,14107,-4,-4
US,14107,14057,59,64
US,11292,14107,-1,-13
US,14107,14057,-3,0
US,11057,13930,-5,-6
US,13930,11057,-4,-6
US,12892,14107,-7,1
US,14107,13342,-5,4
US,12173,14107,0,-20
US,14107,13342,-1,-2
US,14771,14107,-6,-10
US,14107,12954,-4,-12
US,11618,14107,-5,-23
US,13796,14107,-4,-4
US,14107,11066,-8,-15
US,14100,12266,-6,16
US,12266,14100,-5,11
US,12954,14107,-4,-14
US,14107,11066,3,-5
US,14107,15016,-6,-6
US,14100,14679,-9,0
US,14100,14679,-6,-19
WN,14869,14107,-2,-3
WN,14869,14747,32,28
WN,14869,14747,0,-25
WN,14869,14747,-4,-10
WN,14893,10800,-2,-5
WN,14893,10800,13,6
WN,14893,10800,-1,-6
WN,14893,10800,1,-4
WN,14893,10800,-1,-9
WN,14893,10800,-2,-6
WN,14893,10800,6,-4
WN,14893,10800,-2,-3
WN,14893,11292,7,1
WN,14893,11292,2,-11
WN,14893,11292,1,-12
WN,14893,12889,1,-8
WN,14893,12889,13,3
WN,14893,12889,5,6
WN,14893,12889,2,-6
WN,14893,12889,16,14
WN,14893,12889,0,-12
WN,14893,12889,41,38
WN,14893,12889,26,17
WN,14893,12892,-2,-18
WN,14893,12892,12,9
WN,14893,12892,15,7
WN,14893,12892,-4,-22
WN,14893,12892,18,9
WN,14893,12892,2,-9
WN,14893,12892,4,-7
WN,14893,12892,3,8
WN,14893,13232,-1,-15
WN,14893,13891,-1,-9
WN,14893,13891,108,102
WN,14893,13891,-4,-11
WN,14893,13891,10,5
WN,14893,13891,12,11
WN,14893,13891,-6,-9
WN,14893,13891,-6,-13
WN,14893,13891,-1,-3
WN,14893,14057,2,-5
WN,14893,14057,0,-3
WN,14893,14057,0,-8
WN,14893,14057,36,23
WN,14893,14057,10,0
WN,14893,14057,-2,-9
WN,14893,14107,4,2
WN,14893,14107,-2,-8
WN,14893,14107,-1,-11
WN,14893,14107,6,4
WN,14893,14107,1,-6
WN,14893,14679,0,-8
WN,14893,14679,5,-3
WN,14893,14679,3,-11
WN,14893,14679,1,-6
WN,14893,14679,17,7
WN,14893,14679,0,8
WN,14893,14679,4,3
WN,14893,14679,0,-2
WN,14893,14679,-1,-5
WN,14893,14679,0,-4
WN,14893,14747,0,-7
WN,14893,14747,0,-3
WN,14893,14747,43,39
WN,14893,14747,22,7
WN,14893,14908,-1,-11
WN,14893,14908,-2,2
WN,14893,14908,0,1
WN,14893,14908,0,-4
WN,14893,14908,84,78
WN,14893,14908,17,10
WN,14893,14908,2,-4
WN,14908,11292,-3,-13
WN,14908,11292,7,0
WN,14908,11292,18,13
WN,14908,11292,1,-17
WN,14908,12191,9,4
WN,14908,12889,7,7
WN,14908,12889,1,-3
WN,14908,12889,-3,-10
WN,14908,12889,10,8
WN,14908,12889,5,-4
WN,14908,12889,-3,-9
WN,14908,12889,3,-4
WN,14908,13232,1,-18
WN,14908,13796,-4,-11
WN,14908,13796,0,-12
WN,14908,13796,32,19
WN,14908,13796,1,-10
WN,14908,13796,13,4
WN,14908,13796,1,-4
WN,14908,13796,7,-7
WN,14908,13796,77,73
WN,14908,14107,-1,4
WN,14908,14107,0,-2
WN,14908,14107,4,0
WN,14908,14107,58,49
WN,14908,14107,-4,-13
WN,14908,14107,26,9
WN,14908,14107,-4,-12
WN,14908,14771,16,8
WN,14908,14771,75,67
WN,14908,14771,55,74
WN,14908,14771,3,-2
WN,14908,14771,19,6
WN,14908,14771,10,-4
WN,14908,14831,18,8
WN,14908,14831,33,25
WN,14908,14831,-2,-7
WN,14908,14831,4,1
WN,14908,14831,2,-4
WN,14908,14831,10,16
WN,14908,14831,14,9
WN,14908,14831,-1,-4
WN,14908,14893,21,11
WN,14908,14893,8,1
WN,14908,14893,-2,-5
WN,14908,14893,8,0
WN,14908,14893,0,-6
WN,14908,14893,46,42
WN,14908,14893,6,2
WN,15016,10693,-5,-8
WN,15016,10693,-2,-4
WN,15016,10721,-2,-18
WN,15016,10721,-1,-25
WN,15016,10821,23,7
WN,15016,10821,-5,-17
WN,15016,10821,-4,-9
WN,15016,10821,-3,-15
WN,15016,10821,-1,-14
WN,15016,11066,6,-2
WN,15016,11066,-1,-11
WN,15016,11259,0,-15
WN,15016,11259,-6,-21
WN,15016,11259,5,-11
WN,15016,11259,14,8
WN,15016,11259,-4,-13
WN,15016,11259,8,-2
WN,15016,11259,-3,-7
WN,15016,11259,-2,-16
WN,15016,11278,34,46
WN,15016,11278,2,-7
WN,15016,11292,-3,0
WN,15016,11292,18,11
WN,15016,11292,1,-2
WN,15016,11292,21,17
WN,15016,11433,-1,-4
WN,15016,11433,-3,-13
WN,15016,11618,-4,-5
WN,15016,11618,23,21
WN,15016,11697,34,42
WN,15016,11697,15,14
WN,15016,12191,-2,-11
WN,15016,12191,-6,-27
WN,15016,12191,38,24
WN,15016,12191,0,-22
WN,15016,12889,29,37
WN,15016,12889,8,9
WN,15016,12889,0,-1
WN,15016,12889,13,5
WN,15016,12892,66,71
WN,15016,12953,59,39
WN,15016,12953,4,-7
WN,15016,13198,2,-3
WN,15016,13198,-3,-6
WN,15016,13198,-1,-5
WN,15016,13198,-2,-2
WN,15016,13204,43,32
WN,15016,13204,3,-8
WN,15016,13204,-9,-21
WN,15016,13204,-3,-12
WN,15016,13204,-4,-14
WN,15016,13232,-1,-1
WN,15016,13232,-3,-14
WN,15016,13232,24,22
WN,15016,13232,-1,-2
WN,15016,13232,19,28
WN,15016,13232,10,3
WN,15016,13232,-4,-13
WN,15016,13232,1,-6
WN,15016,13342,0,-4
WN,15016,13342,-4,3
WN,15016,13487,26,25
WN,15016,13487,-1,-2
WN,15016,13487,-4,-6
WN,15016,13495,-4,-18
WN,15016,13495,-1,-18
WN,15016,13851,0,-13
WN,15016,13851,8,2
WN,15016,13871,0,0
WN,15016,13871,0,-5
WN,15016,13871,35,30
WN,15016,14100,-2,-17
WN,15016,14100,-6,-24
WN,15016,14107,-2,-14
WN,15016,14107,-2,-6
WN,15016,14107,-1,-7
WN,15016,14492,-4,-14
WN,15016,14635,40,29
WN,15016,14635,0,-11
WN,15016,14683,-7,-20
WN,15016,14683,14,0
WN,15016,14730,-2,-8
WN,15016,14730,-5,-10
WN,15016,14747,11,8
WN,15016,15304,-3,-10
WN,15016,15304,7,-4
WN,15016,15304,3,-9
WN,15016,15304,0,-15
WN,15304,10423,-3,-11
WN,15304,10529,-2,-16
WN,15304,10529,-5,-21
WN,15304,10693,7,3
WN,15304,10693,0,-3
WN,15304,10693,-2,-4
WN,15304,10693,4,1
WN,15304,10792,1,-5
WN,15304,10792,14,0
WN,15304,10821,-1,-10
WN,15304,10821,2,-14
WN,15304,10821,1,-17
WN,15304,10821,2,-8
WN,15304,10821,0,-7
WN,15304,10821,-5,-18
WN,15304,11066,13,4
WN,15304,11066,0,7
WN,15304,11066,-4,-6
WN,15304,11292,0,-6
WN,15304,11292,-1,27
WN,15304,11697,-1,23
WN,15304,11697,-2,18
WN,15304,11697,-2,-10
WN,15304,11697,48,59
WN,15304,11697,12,20
WN,15304,12191,6,1
WN,15304,12191,-2,-6
WN,15304,12191,0,-2
WN,15304,12191,0,0
WN,15304,12339,-4,-10
WN,15304,12889,4,12
WN,15304,12889,-1,5
WN,15304,13198,-1,2
WN,15304,13198,0,0
WN,15304,13232,25,18
WN,15304,13232,42,47
WN,15304,13232,-4,-10
WN,15304,13232,47,49
WN,15304,13232,10,6
WN,15304,13232,0,-12
WN,15304,13342,-4,-7
WN,15304,13495,0,-9
WN,15304,13495,-2,3
WN,15304,13495,-2,-6
WN,15304,13495,6,2
WN,15304,13931,-2,-5
WN,15304,14100,0,-3
WN,15304,14100,2,-10
WN,15304,14100,26,17
WN,15304,14107,-1,4
WN,15304,14122,2,-7
WN,15304,14122,45,33
WN,15304,14307,-1,-15
WN,15304,14307,0,-16
WN,15304,14307,14,1
WN,15304,14492,-1,-3
WN,15304,14492,0,-6
WN,15304,14492,0,-5
WN,15304,14683,1,9
WN,15304,14730,1,-3
WN,15304,14730,-4,-6
WN,15304,15016,65,59
WN,15304,15016,3,7
WN,15304,15016,1,-4
WN,15304,15016,16,11
WN,15376,10140,-1,-1
WN,15376,10140,-3,-10
WN,15376,11292,1,-3
WN,15376,11292,16,13
